seg_route_from,seg_route_to,seg_cabin,seg_dep_time,pax_fcny,pax_tax,emd_lable2,gender,age,residence_country,nation_name,cabin_hf_cnt_y3,cabin_f_cnt_y3,cabin_hy_cnt_y3,cabin_y_cnt_y3,cabin_c_cnt_y3,seat_window_cnt_y3,seat_walkway_cnt_y3,seat_middle_cnt_y3,seat_safe_cnt_y3,prebuy_d_cnt_y3_d99,prebuy_i_cnt_y3_d99,flt_cnt_y3,dist_cnt_y3,flt_nature_cnt_y3,cabin_upgrd_cnt_y3,select_seat_cnt_y3,dist_d_cnt_y3,dist_i_cnt_y3,dist_all_cnt_y3,cabin_hd_cnt_y3,cabin_hi_cnt_y3,flt_leg_cnt_y3,flt_leg_i_cnt_y3,flt_leg_d_cnt_y3,cabin_f_cnt_y3.1,cabin_c_cnt_y3.1,cabin_y_cnt_y3.1,cabin_upgrd_cnt_y3.1,cabin_fall_cnt_y3,flt_bag_cnt_y3,tkt_3y_amt,tkt_avg_amt_y3,tkt_d_amt_y3,tkt_i_amt_y3,tkt_all_amt_y3,tkt_avg_amt_y3.1,mdl_mcv,mdl_lost_idx,mdl_influence,mdl_loyal
PVG,LAX,Y,2017/12/28 21:00,300.0,573.8,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,4,4,29761,4,0,0,0,29761,29761,0,0,4,4,0,0,0,4,0,0,4,979.89,365.63,0.0,1462.52,1462.52,365.63,10,0,0.0,0
PVG,JFK,Y,2018/1/20 11:30,235.0,305.36,0,0,21-30,0,斯里兰卡,0,0,0,2,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,394.495,0.0,1577.98,1577.98,394.495,20,0,0.0,0
PVG,LAX,Y,2017/5/8 21:00,380.0,232.86,0,0,31-40,0,中国,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1178,0,0,0,0,0,0,1,0,0,2,0,0,0,0.0,1310.165,173.36,2446.97,2620.33,1310.165,20,0,0.0,0
PVG,JFK,Y,2019/5/18 19:10,353.0,422.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2019/8/20 20:20,1260.0,455.43,0,F,0,中国,0,0,0,0,0,0,0,2,0,0,0,2,0,49316,5,0,0,0,48153,49316,0,0,5,4,0,0,0,0,0,0,4,20520.58,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2019/8/20 20:20,1485.0,455.43,0,F,0,中国,0,0,0,0,0,0,0,2,0,0,0,2,0,49316,5,0,0,0,48153,49316,0,0,5,4,0,0,0,0,0,0,4,20520.58,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2017/11/26 20:15,390.0,283.26,0,F,0,中国,0,0,0,0,0,0,0,0,4,0,0,4,0,28602,4,0,0,0,28602,28602,0,0,4,4,0,0,0,0,0,0,0,2618.77,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,Y,2018/2/9 13:20,495.0,283.91,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,23675,4,0,0,0,23675,23675,0,0,4,4,0,0,0,0,0,0,4,3221.4,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2018/12/1 11:30,390000.0,342600.0,0,F,0,中国,0,0,0,0,0,0,0,2,1,0,0,4,0,28705,4,0,0,0,28705,28705,0,0,4,4,0,0,0,0,0,0,4,2318.94,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2018/10/3 20:30,570.0,278.11,1,0,51-60,0,美国,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.0,913.11,0.0,3652.44,3652.44,913.11,50,0,0.0,0
PVG,JFK,Y,2018/9/8 20:30,1080.0,277.01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,30444,4,0,0,0,30444,30444,0,0,4,4,0,0,0,0,0,0,4,6953.87,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,Y,2019/3/29 13:20,194.0,443.23,1,0,0,0,0,0,0,0,3,0,0,2,1,0,0,2,3,23191,3,0,0,0,23191,23191,0,0,3,3,0,0,0,3,0,0,2,1769.94,589.98,0.0,1769.94,1769.94,589.98,40,0,0.0,0
PVG,LAX,Y,2017/7/4 21:00,610.0,308.76,0,F,0,中国,0,0,0,0,0,0,0,2,0,0,0,4,0,24674,4,0,0,0,24674,24674,0,0,4,4,0,0,0,0,0,0,4,4203.27,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,J,2019/2/21 11:30,2814.0,565.13,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,69285,6,0,0,0,69285,69285,0,0,6,6,0,0,0,0,0,0,4,43472.78,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,J,2017/12/12 20:00,2670.0,256.26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16977,2,0,0,0,16977,16977,0,0,2,2,0,0,0,0,0,0,2,17639.89,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,LAX,Y,2017/8/28 13:00,109.0,271.26,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,139.7766667,0.0,419.33,419.33,139.7766667,0,0,0.0,0
PVG,LAX,J,2017/8/27 21:00,2200.0,469.96,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,14,0,0,0,0,2356,0,0,1,12,0,0,2,0,14,0,0,0,0,0.0,3242.527143,1738.14,43657.24,45395.38,3242.527143,130,0,0.0,0
PVG,JFK,J,2018/5/23 19:10,2100.0,283.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,J,2019/11/29 20:20,2582.0,293.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,J,2017/7/20 11:30,2100.0,519.16,0,F,0,美国,0,0,0,0,0,0,0,3,2,0,0,0,0,61341,8,0,0,0,60917,61341,0,0,8,7,0,0,0,0,0,0,7,17070.79,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2018/8/20 11:30,340.0,299.36,1,F,0,美国,0,0,0,4,0,0,0,5,2,0,4,4,0,58596,8,0,0,0,52956,58596,0,0,8,4,0,0,0,0,0,0,8,7056.94,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2018/3/16 11:30,459.0,243.21,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,1446.885,0.0,2893.77,2893.77,1446.885,50,0,17.22526282,0
PVG,JFK,Y,2018/3/16 11:30,385.0,242.31,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,1446.885,0.0,2893.77,2893.77,1446.885,50,0,17.22526282,0
PVG,JFK,Y,2019/9/27 11:30,480.0,433.93,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,1446.885,0.0,2893.77,2893.77,1446.885,50,0,17.22526282,0
PVG,JFK,Y,2019/3/19 11:30,200.0,427.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2019/3/19 11:30,225.0,427.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2017/10/26 11:30,245.0,279.76,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,411.28,0.0,1645.12,1645.12,411.28,20,0,0.0,0
PVG,JFK,Y,2019/4/13 19:10,350.0,438.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2018/4/6 19:10,490.0,278.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
PVG,JFK,Y,2017/12/31 20:15,295.0,299.46,0,F,0,中国,0,0,0,2,0,0,0,3,0,0,2,2,0,27456,4,0,0,0,25934,27456,0,0,4,2,0,0,0,0,0,0,4,1944.31,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
