seg_route_to,seg_flight,seg_cabin,pax_fcny,emd_lable,gender,cabin_c_cnt_y1,cabin_c_cnt_y2,cabin_c_cnt_y3,pref_aircraft_y1_3,pref_aircraft_y1_4,pref_aircraft_y1_5,pref_aircraft_y2_1,pref_aircraft_y2_2,pref_aircraft_y2_3,pref_aircraft_y2_4,pref_aircraft_y2_5,pref_aircraft_y3_1,pref_aircraft_y3_2,pref_aircraft_y3_3,pref_aircraft_y3_4,pref_aircraft_y3_5,seat_middle_cnt_m3,pref_city_y2_1,dist_cnt_y3,avg_dist_cnt_y2,avg_dist_cnt_y3,select_seat_cnt_y1,select_seat_cnt_y2,select_seat_cnt_y3,dist_i_cnt_y2,dist_i_cnt_y3,dist_all_cnt_y3,cabin_hi_cnt_y1,cabin_hi_cnt_y2,cabin_hi_cnt_y3,flt_delay_time_m3,flt_delay_time_m6,tkt_3y_amt,tkt_avg_amt_y3,tkt_avg_interval_y2,tkt_avg_interval_y3,pit_all_amt,pit_accu_air_amt,pit_now_cons_amt,pit_accu_amt_y3,pit_avg_amt_y2,pit_avg_amt_y3,pit_add_chnl_y2,pit_add_chnl_y3,emd_lable2
1,8,4,491,0,1,0,0,0,0,0,0,24,5,0,0,0,21,5,0,0,0,0,41,256,1144,1285,0,0,0,168,159,256,0,0,0,660,639,2354,3080,0,0,199,211,199,164,621,727,2,2,0
1,9,4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
1,8,4,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
1,8,2,1489,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1955,2275,0,0,0,0,0,0,0,1,1,660,639,3,4545,0,0,4,0,4,0,0,0,0,0,0
1,8,2,1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
0,6,4,1398,0,2,0,0,0,0,0,0,24,27,25,25,26,21,27,26,26,25,0,41,2254,0,0,0,0,0,488,1517,2254,0,0,0,660,639,4689,3,0,0,740,710,740,552,707,834,2,2,0
0,10,2,1856,1,2,0,0,0,0,0,0,24,5,21,14,0,21,5,22,14,0,0,46,2024,0,0,0,0,0,976,1236,2024,0,0,0,660,639,5006,3,219,321,4,0,4,0,0,0,0,0,0
0,10,4,257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2053,2398,0,0,0,0,0,0,0,0,0,660,639,3,2110,0,0,4,0,4,0,0,0,0,0,0
1,8,4,451,0,0,0,0,0,0,0,0,24,2,0,0,0,21,2,0,0,0,0,41,186,0,0,0,0,0,134,116,186,0,0,0,660,639,1298,3,0,0,4,0,4,0,0,0,0,0,0
1,8,4,244,1,0,0,0,0,0,0,0,0,0,0,0,0,21,9,0,0,0,0,0,1183,310,1682,0,0,0,0,725,1183,0,0,0,660,639,427,563,0,0,4,0,4,0,0,0,0,0,0
0,10,4,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1574,2081,0,0,0,0,0,0,0,0,0,640,620,3,657,0,0,4,0,4,0,0,0,0,0,0
1,8,4,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880,0,0,0,0,0,0,0,0,0,733,713,3,2489,0,0,4,0,4,0,0,0,0,0,0
0,6,4,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
0,6,4,1110,0,1,0,0,0,24,23,23,24,11,0,0,0,21,11,0,0,0,0,41,1854,0,0,0,0,0,962,1210,1854,0,0,0,660,639,4626,3,0,0,4,0,4,0,0,0,0,0,0
0,6,4,1260,0,1,0,0,0,24,23,23,24,11,0,0,0,21,11,0,0,0,0,41,1854,0,0,0,0,0,962,1210,1854,0,0,0,660,639,4626,3,0,0,4,0,4,0,0,0,0,0,0
0,6,4,334,0,1,0,0,0,0,0,0,0,0,0,0,0,21,19,4,0,0,0,0,1056,0,0,0,0,0,0,654,1056,0,0,0,660,639,1661,3,0,0,4,0,4,0,0,0,0,0,0
1,9,4,436,1,0,0,0,0,0,0,0,24,11,5,0,0,21,11,5,0,0,0,41,659,0,0,0,0,0,395,443,659,0,0,0,660,639,2075,3,0,0,4,0,4,0,0,0,0,0,0
0,10,4,2529,0,1,0,0,0,0,0,0,24,11,0,0,0,21,11,0,0,0,0,41,1073,0,0,0,0,0,569,661,1073,0,0,0,660,639,1431,3,0,0,4,0,4,0,0,0,0,0,0
0,6,4,511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670,1908,0,0,0,0,0,0,0,0,0,660,639,3,1886,0,0,4,0,4,0,0,0,0,0,16
0,6,4,975,1,0,0,0,0,0,0,0,24,9,7,0,0,21,9,7,0,0,0,41,1232,0,0,0,0,0,643,756,1232,0,0,0,660,639,3497,3,0,0,4,0,4,0,0,0,0,0,0
1,9,4,142,1,0,0,0,0,24,23,23,24,10,0,0,0,21,10,0,0,0,0,41,621,1576,1801,0,0,0,378,421,621,0,0,0,660,639,1005,1253,0,0,4,0,4,0,0,0,0,0,16
1,8,4,549,0,1,0,0,0,0,0,0,0,0,0,0,0,21,10,5,0,0,0,0,744,0,0,0,0,0,0,487,744,0,0,0,660,639,2585,3,0,0,4,0,4,0,0,0,0,0,0
0,10,2,1744,0,0,0,0,0,24,23,23,24,11,0,0,0,21,11,0,0,0,0,41,2327,0,0,0,0,0,884,1576,2327,0,0,0,660,639,5067,3,0,0,4,0,4,0,0,0,0,0,0
0,6,2,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,0,0,0,0,0,464,0,0,0,0,0,0,294,464,0,0,0,660,639,4501,3,0,0,4,0,4,0,0,0,0,0,0
1,9,4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,0,0,0,0,0,0,0,0,0,725,705,3,73,0,0,4,0,4,0,0,0,0,0,0
1,8,2,1573,1,0,4,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,1124,0,0,0,0,0,0,4,8,12,746,726,3,3754,0,0,4,0,4,0,0,0,0,0,0
0,6,2,1537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
0,6,2,1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
0,10,2,1537,0,1,0,0,0,23,22,22,24,25,21,19,0,21,24,22,19,2,1,41,2198,0,0,0,0,0,935,1464,2198,0,0,0,660,639,4472,3,0,0,938,897,938,920,756,898,2,2,0
0,10,4,284,1,1,0,0,0,11,0,0,24,20,11,5,4,21,19,11,5,4,0,41,2139,0,0,0,0,0,1020,1298,2139,0,0,0,660,639,3517,3,0,0,568,608,568,532,438,500,2,2,16
0,10,4,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2076,2446,0,0,0,0,0,0,0,0,0,635,615,3,2656,0,0,4,0,4,0,0,0,0,0,0
0,10,4,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2076,2446,0,0,0,0,0,0,0,0,0,635,615,3,2656,0,0,4,0,4,0,0,0,0,0,0
0,10,4,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2076,2446,0,0,0,0,0,0,0,0,0,635,615,3,2656,0,0,4,0,4,0,0,0,0,0,0
0,10,4,147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
0,10,4,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
0,10,4,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628,1872,0,0,0,0,0,0,0,0,0,117,117,3,717,0,0,4,0,4,0,0,0,0,0,0
0,6,4,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
0,6,4,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
0,6,4,239,0,1,0,0,0,0,0,0,0,0,0,0,0,21,19,5,0,0,0,0,923,0,0,0,0,0,0,527,923,0,0,0,660,639,1153,3,0,0,4,0,4,0,0,0,0,0,0
0,10,4,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181,1328,0,0,0,0,0,0,0,0,0,221,214,3,2896,0,0,4,0,4,0,0,0,0,0,0
0,6,4,786,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
0,6,2,1629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
1,8,4,2496,1,2,0,0,0,0,0,0,24,20,2,0,0,21,19,2,0,0,0,41,664,0,0,0,0,0,397,445,664,0,0,0,660,639,862,3,8,11,317,325,317,278,252,281,2,2,0
0,6,2,1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
1,9,4,56,0,0,0,0,0,0,0,0,2,2,2,2,2,21,2,0,0,0,0,6,774,0,0,0,0,0,0,506,774,0,0,0,660,639,121,3,0,0,4,0,4,0,0,0,0,0,0
0,6,4,408,0,2,0,0,0,0,0,0,24,27,25,25,26,21,27,26,26,25,0,41,1943,0,0,0,0,0,488,1303,1943,0,0,0,660,639,3032,3,0,0,236,387,236,201,338,384,2,2,0
0,6,2,1847,0,0,0,0,0,0,0,0,24,5,0,0,0,21,5,0,0,0,0,41,402,0,0,0,0,0,237,247,402,0,0,0,660,639,4133,3,0,0,4,0,4,0,0,0,0,0,0
0,10,4,660,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,26,26,25,0,0,821,0,0,0,0,0,0,527,821,0,0,0,660,639,2865,3,0,0,4,0,4,0,0,0,0,0,0
0,6,4,343,0,1,0,0,0,0,0,0,0,0,0,0,0,21,27,26,26,25,0,0,821,0,0,0,0,0,0,527,821,0,0,0,660,639,1671,3,0,0,4,0,4,0,0,0,0,0,0
1,8,4,87,1,1,0,0,0,0,0,0,24,27,25,25,26,21,27,26,26,25,0,41,561,0,0,0,0,0,105,384,561,0,0,0,660,639,388,3,0,0,4,0,4,0,0,0,0,0,0
1,8,4,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
0,10,4,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
1,9,4,431,0,1,0,0,0,0,0,0,24,5,0,0,0,21,5,0,0,0,0,41,677,0,0,0,0,0,405,455,677,0,0,0,660,639,2009,3,0,0,394,399,394,352,363,419,2,2,0
1,8,4,76,0,0,0,0,0,24,23,23,24,6,4,2,0,21,6,4,2,0,0,41,1911,0,0,0,0,0,1003,1274,1911,0,0,0,660,639,1812,3,0,0,4,0,4,0,0,0,0,0,0
0,6,4,559,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
1,8,4,2501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,867,0,0,0,0,0,0,0,0,0,640,620,3,766,0,0,4,0,4,0,0,0,0,0,0
0,10,4,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1685,1927,0,0,0,0,0,0,0,0,0,660,639,3,2362,0,0,4,0,4,0,0,0,0,0,0
1,8,4,164,0,2,0,0,0,0,0,0,24,20,0,0,0,21,19,0,0,0,0,41,982,0,0,0,0,0,536,622,982,0,0,0,660,639,725,3,0,0,4,0,4,0,0,0,0,0,0
1,9,4,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,723,0,0,0,0,0,0,0,0,0,660,639,3,1873,0,0,4,0,4,0,0,0,0,0,0
0,10,4,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
0,10,4,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
0,10,4,529,0,0,0,0,0,24,23,23,24,27,25,25,26,21,27,26,26,25,0,41,854,2091,2463,0,0,0,488,554,854,0,0,0,635,615,3333,3738,0,0,4,0,4,0,0,0,0,0,0
1,9,4,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
0,10,4,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2053,2398,0,0,0,0,0,0,0,0,0,660,639,3,3658,0,0,4,0,4,0,0,0,0,0,0
0,10,4,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,93,0,0,0,0,0,0,0,0,0,660,639,3,3017,0,0,4,0,4,0,0,0,0,0,0
1,9,4,165,0,0,0,0,0,0,0,0,8,8,8,8,8,21,19,8,0,0,0,39,1352,615,1215,0,0,0,76,843,1352,0,0,0,706,686,2136,1441,0,0,4,0,4,0,0,0,0,0,0
0,6,4,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,639,3,3,0,0,4,0,4,0,0,0,0,0,0
1,9,4,552,0,0,0,0,0,11,11,11,11,11,11,11,11,21,11,0,0,0,0,39,1341,0,0,0,0,0,108,836,1341,0,0,0,660,639,3817,3,0,0,4,0,4,0,0,0,0,0,0
0,10,4,791,1,2,0,0,0,24,23,23,24,27,25,25,26,21,27,26,26,25,0,20,1907,0,0,0,0,0,159,1271,1907,0,0,0,660,639,3999,3,0,0,606,588,606,569,159,423,2,2,0
1,15,4,147,0,0,0,0,0,0,0,0,18,27,0,0,0,15,27,0,0,0,0,41,510,0,0,0,0,0,311,339,510,0,0,0,660,639,352,3,0,0,4,0,4,0,0,0,0,0,0
1,9,4,66,1,1,0,0,0,11,0,0,24,28,11,0,0,21,11,27,19,0,0,41,2076,0,0,0,0,0,574,1387,2076,0,0,0,660,639,1150,3,0,0,4,0,4,0,0,0,0,0,0
